text,intent,label
Shut up,goodbye,6
My user is Adam,"greet and hello hi kind of things, general check in",7
take screenshot of google,take screenshot,15
covid confirmed cases,covid cases,4
send whatsapp message,send whatsapp message,14
Great thanks! It is Bella,"greet and hello hi kind of things, general check in",7
tell me about president,tell me about,16
Tell me a joke,tell me joke,17
Do you know what time it is?,asking time,1
What are the top places nearby?,places near me,10
lower audio,volume control,19
What are your functions?,what can you do,20
covid cases,covid cases,4
Can you turn the volume down?,volume control,19
send whatsapp message to <name>,send whatsapp message,14
download youtube video of,download youtube video,5
what will be the highest temperature this week,asking weather,2
please adjust the speakers to a lower more comfortable level,volume control,19
Hola how are you?,"greet and hello hi kind of things, general check in",7
download youtube video of minecraft,download youtube video,5
tell me a joke about xenophobia,tell me joke,17
play the song for me,play on youtube,12
send email to dipesh,send email,13
hey play the songs from my playlist named good tunes,play on youtube,12
play games of xyz 32 bit,play games,11
What are your functionalities?,what can you do,20
Be quiet,goodbye,6
please tell me how many emails i have,send email,13
Please be quiet,goodbye,6
Tell me a joke,tell me joke,17
day before tomorrow,asking date,0
email my meeting details to my manager,send email,13
silence for certain amount of hours,volume control,19
Great thanks! This is Bella,"greet and hello hi kind of things, general check in",7
open website stackoverflow.com,open website,9
tell me my latest email,send email,13
click photo,click photo,3
Do you know what time it is?,asking time,1
do you know any good jokes,tell me joke,17
send email to,send email,13
when does olive garden close today,places near me,10
Shut up,goodbye,6
set a classic music,play on youtube,12
download youtube video of <name>,download youtube video,5
What is the weather like today,asking weather,2
"s2, i didn't catch that.",tell me about,16
tell me a joke about getting a first,tell me joke,17
tell me a dad joke,tell me joke,17
i did not quite catch that.,tell me about,16
Can you turn the volume down?,volume control,19
Hello how are you?,"greet and hello hi kind of things, general check in",7
reply to the mail with the following content hello you,send email,13
tell me about today,tell me about,16
what time is it day after tomorrow,asking time,1
volume control mute,volume control,19
What can you help me with?,what can you do,20
is it going to be cloudy in london during the weekend,asking weather,2
i am bored what can i do today,i am bored,8
what are the subject line and sender from today's email inbox,send email,13
Please be quiet,goodbye,6
play for me the game harry potter and the chamber of secrets,play games,11
what kind of music do you think i like,play on youtube,12
i want to know more about the upcoming commonwealth games,tell me about,16
click photo of,click photo,3
play bad guy on youtube,play on youtube,12
send whatsapp message to 9898982565,send whatsapp message,14
Do you know what time it is?,asking time,1
"s1, please explain further on your words to me.",tell me about,16
are there any recent emails from rohit,send email,13
tell me about my job,tell me about,16
tell me a joke about trump and xi,tell me joke,17
do i have any emails from katherine,send email,13
what's on your mind today,tell me about,16
i need to send an email to michael,send email,13
download youtube video of kishore kumar,download youtube video,5
send email about <name>,send email,13
Can you adjust the volume?,volume control,19
please make me a cup of coffee,,-1
i am bored today,i am bored,8
what is the song currently playing,play on youtube,12
volume control decrease,volume control,19
how do i set my coffee machine to make coffee,,-1
let's play some pong,play games,11
Can you turn the volume down?,volume control,19
can you tell me the current time in dallas texas,asking time,1
what is the weather like now,asking weather,2
can you please clarify once again.,tell me about,16
mute for volume,volume control,19
open songs by prince,play on youtube,12
Where should I go nearby?,places near me,10
whats up,"greet and hello hi kind of things, general check in",7
capture selfie,click photo,3
what is this music called,play on youtube,12
what day of the month is next tuesday,asking time,1
lower the volume ten percent,volume control,19
i'm thinking of a number one to ten,play games,11
This is Adam,"greet and hello hi kind of things, general check in",7
take screenshot,take screenshot,15
capture photo of,click photo,3
i challenge you to a game,play games,11
what time of day is it in london,asking time,1
send email to dipesh,send email,13
start game temple runner,play games,11
find new email,send email,13
send whatsapp message to 9898982565,send whatsapp message,14
Can you turn the volume up?,volume control,19
turn down the speakers,volume control,19
Adios,goodbye,6
play the electronic playlist,play on youtube,12
open website stackoverflow.com,open website,9
what clothes store would you recommend here,places near me,10
send email to dipesh,send email,13
jlo fan updates,tell me about,16
send email to dipesh,send email,13
repeat this list in random order,play on youtube,12
download youtube video of guru randhawa,download youtube video,5
latest technologies gadgets,tell me about,16
will there be snow this week,asking weather,2
places near me to eat today,places near me,10
compose email,send email,13
hi how are you,"greet and hello hi kind of things, general check in",7
Hello how are you?,"greet and hello hi kind of things, general check in",7
play music by taylor swift,play on youtube,12
what is the day,asking date,0
play football,play games,11
good afternoon,goodbye,6
please adjust the speakers to a lower more comfortable level,volume control,19
good news for economy,tell me news,18
quieter,volume control,19
What are the top places nearby?,places near me,10
play one more time,play on youtube,12
what day today,asking time,1
send whatsapp message,send whatsapp message,14
will you please get the coffee machine to make some coffee,,-1
play baseball with me,play games,11
Hi there,"greet and hello hi kind of things, general check in",7
what is the day of the week,asking date,0
Tell me a joke,tell me joke,17
Tell me a joke,tell me joke,17
today i had a record breaking sale,tell me about,16
play games of xyz 64 bit,play games,11
Can you tell me the time?,asking time,1
Bye,goodbye,6
I am finding this boring,i am bored,8
what time is it today,asking time,1
Make me laugh,tell me joke,17
let's play never have i ever,play games,11
play games of c,play games,11
Good thanks! I am Adam,"greet and hello hi kind of things, general check in",7
what day of the week is june twenty seventh on this year,asking time,1
open website google.com,open website,9
could you clarify further on what you said now to me please.,tell me about,16
tell me a joke about asia,tell me joke,17
i want to take karate classes where are local karate studios,places near me,10
My user is Adam,"greet and hello hi kind of things, general check in",7
What are your functionalities?,what can you do,20
see you later,goodbye,6
play the latest games,play games,11
volume control decrease,volume control,19
Hope you are doing well?,"greet and hello hi kind of things, general check in",7
can you tell me a little about yourself,tell me about,16
screen shot of <name>,take screenshot,15
please once again rephrase me about what you have said.,tell me about,16
turn down the speakers,volume control,19
please do not speak,volume control,19
can you please clarify me more on your answers.,tell me about,16
Can you turn the volume down?,volume control,19
what is the story of the movie titanic,tell me about,16
is it a soft evening tonight,asking weather,2
send whatsapp message to dipesh,send whatsapp message,14
how is the news in ireland,tell me news,18
who sings this,play on youtube,12
i want to hear a good joke,tell me joke,17
what is the time,asking time,1
play games of xxd,play games,11
tell me about tomorrow,tell me about,16
what's going on with economy,tell me news,18
tell me about new emails,send email,13
Give me a joke,tell me joke,17
download youtube video of,download youtube video,5
daily cases of india,covid cases,4
places near me,places near me,10
it was not clear.,tell me about,16
send email to dipesh,send email,13
Can you recommend some places nearby?,places near me,10
start a game and play with me,play games,11
"Thank you, bye",goodbye,6
what is the date today,asking time,1
download youtube video hd of,download youtube video,5
Hello hope you are doing well?,"greet and hello hi kind of things, general check in",7
take screenshot,take screenshot,15
play bad guy on youtube,play on youtube,12
send whatsapp message,send whatsapp message,14
make my coffee,,-1
what time is it,asking time,1
please hold for the next hour,volume control,19
Do you know what time it is?,asking time,1
how is it outside,asking weather,2
i am bored today what can i do,i am bored,8
i want to listen to soft rock,play on youtube,12
Do you know what time it is?,asking time,1
I have nothing to do,i am bored,8
tell me about tomorrow,tell me about,16
daily cases of india,covid cases,4
what is the weather today,asking weather,2
capture selfie,click photo,3
covid confirmed cases of,covid cases,4
do i have any emails from robert,send email,13
play let me love you on youtube,play on youtube,12
good evening,goodbye,6
places near me,places near me,10
good restaurants,tell me about,16
joke me,tell me joke,17
volume control mute,volume control,19
Do you know the time?,asking time,1
What is the weather like today,asking weather,2
download youtube video of,download youtube video,5
what's good news today,tell me news,18
play games of xxd,play games,11
play kishore kumar on youtube,play on youtube,12
Great thanks! This is Bella,"greet and hello hi kind of things, general check in",7
Hya there,"greet and hello hi kind of things, general check in",7
take screenshot of google,take screenshot,15
play games of xyz 64 bit,play games,11
what time is it,asking time,1
tell me about today,tell me about,16
play game with me,play games,11
i want coffee from the machine,,-1
Can you control the volume?,volume control,19
How about a joke,tell me joke,17
play my midnight love playlist,play on youtube,12
screen shot of <name>,take screenshot,15
let me know of any incoming emails for the last hour please,send email,13
Hya there,"greet and hello hi kind of things, general check in",7
Can you tell me the time?,asking time,1
capture selfie,click photo,3
what time is it day before tomorrow,asking time,1
turn down the noise,volume control,19
This is Adam,"greet and hello hi kind of things, general check in",7
tell me my choices for a good steak restaurant near here,places near me,10
Hello how are you?,"greet and hello hi kind of things, general check in",7
What are the things you can do?,what can you do,20
email tom,send email,13
what's good news,tell me news,18
"please tell me good news,tell me some good news,tell me something good happened",tell me news,18
please show me the local weather,asking weather,2
take screenshot,take screenshot,15
tell me about history of british india,tell me about,16
what time is it day before tomorrow,asking time,1
volume control mute,volume control,19
lower the speakers,volume control,19
i am not so clear about that.,tell me about,16
play games of c,play games,11
could you elaborate further on your answers to me.,tell me about,16
what is a good joke,tell me joke,17
download youtube video of guru randhawa,download youtube video,5
tell me a joke about asia,tell me joke,17
what is the latest news on sprint,tell me news,18
good bye,goodbye,6
send email to xyz@gmail.com,send email,13
what can you do,what can you do,20
Quiet,goodbye,6
what is the weather like now day before tomorrow,asking weather,2
capture photo,click photo,3
decrease the volume to ten,volume control,19
play games of xyz 32 bit,play games,11
capture photo,click photo,3
download the latest folk songs having rating of four star or above and play all without shuffle,play on youtube,12
Tell me a joke,tell me joke,17
what is the weather like now,asking weather,2
Hya there,"greet and hello hi kind of things, general check in",7
off the speakers,volume control,19
could you again elaborate me on your answers please.,tell me about,16
i am bored,i am bored,8
please send a notification when john replies,send email,13
tell me a joke about asia,tell me joke,17
i am not clear about your answers.,tell me about,16
send email to,send email,13
download youtube video hd of,download youtube video,5
covid cases of india past 24 hours,covid cases,4
click photo of <name>,click photo,3
what is the weather like outside,asking weather,2
daily cases,covid cases,4
download youtube video of <name>,download youtube video,5
mute please,volume control,19
capture photo of,click photo,3
what are the scores from last night's hockey games,tell me about,16
what genre is most played on my music player,play on youtube,12
let me know the weather for today,asking weather,2
prepare a coffee,,-1
Can you tell me the time?,asking time,1
Can you increase the volume?,volume control,19
what day is it day before tomorrow,asking date,0
play baseball net,play games,11
what date is easter sunday this year,asking time,1
Hya,"greet and hello hi kind of things, general check in",7
hi how are you,"greet and hello hi kind of things, general check in",7
play on youtube,play on youtube,12
"Thank you, bye",goodbye,6
please make some coffee for me,,-1
i am bored today,i am bored,8
Tell me a joke,tell me joke,17
How about a joke,tell me joke,17
tomorrow,asking date,0
Can you tell me the time?,asking time,1
please play the song joy to the world,play on youtube,12
political news of importance for the day,tell me news,18
what time is it now,asking time,1
I am Bella,"greet and hello hi kind of things, general check in",7
today,asking date,0
open some cools jokes,tell me joke,17
tell me news day after tomorrow,tell me news,18
stop playing,volume control,19
Hello how are you?,"greet and hello hi kind of things, general check in",7
Can you turn the volume up?,volume control,19
tell me about history of british india,tell me about,16
draft an email to kailey about work later,send email,13
what time is it,asking time,1
please make me nice coffee,,-1
This is Adam,"greet and hello hi kind of things, general check in",7
Thanks good bye,goodbye,6
Shut up,goodbye,6
Can you turn the volume down?,volume control,19
tell me news day after tomorrow,tell me news,18
screen shot now,take screenshot,15
send email to,send email,13
i need a good shop,places near me,10
Good thanks! This is Adam,"greet and hello hi kind of things, general check in",7
whats up,"greet and hello hi kind of things, general check in",7
decrease speaker volume,volume control,19
i need to hear a joke can you tell me one,tell me joke,17
what is the weather day before tomorrow,asking weather,2
Hello there,"greet and hello hi kind of things, general check in",7
What are the things you can do?,what can you do,20
what day does easter fall on,asking time,1
play despacito on youtube today,play on youtube,12
what is your mood today,tell me about,16
volume control decrease,volume control,19
What are your functionalities?,what can you do,20
tell me a dad joke,tell me joke,17
can you open the reply inbox,send email,13
please check email from my boss,send email,13
hey send an email to my friend,send email,13
My user is Bella,"greet and hello hi kind of things, general check in",7
"Thanks for the help, goodbye",goodbye,6
Hola how are you?,"greet and hello hi kind of things, general check in",7
put classic rock on,play on youtube,12
download youtube video of kishore kumar,download youtube video,5
what is the weather like day before tomorrow,asking weather,2
when was the song playing now released,play on youtube,12
My user is Adam,"greet and hello hi kind of things, general check in",7
daily cases of,covid cases,4
i am bored what can i do today with my family,i am bored,8
"Thank you, bye",goodbye,6
tell me about the latest sports news,tell me news,18
What can you assist me with?,what can you do,20
what is latest on the recent events happening right now,tell me news,18
send an email to my mum that i will visit her next weekend,send email,13
i can not quite catch up with you.,tell me about,16
good afternoon,goodbye,6
"Thank you, bye",goodbye,6
tell me where i can go shopping in this area,places near me,10
screen shot of <name>,take screenshot,15
start spider,play games,11
send whatsapp message,send whatsapp message,14
Hello how are you?,"greet and hello hi kind of things, general check in",7
what time is it in singapore,asking time,1
What are your functionalities?,what can you do,20
am i going to swim or work today,asking weather,2
tell me about my family,tell me about,16
please make me some coffee,,-1
show me some vegan restaurants close by,places near me,10
What are your functionalities?,what can you do,20
turn down the sound,volume control,19
volume control decrease,volume control,19
covid cases,covid cases,4
what's happening in world news today,tell me news,18
open website google.com,open website,9
Shut up,goodbye,6
how's the weather today,asking weather,2
What are your functionalities?,what can you do,20
tell me about my business,tell me about,16
name stores within ten mile radius with music,places near me,10
i need a funny joke to tell sam,tell me joke,17
what's going on in the world,tell me news,18
Hello,"greet and hello hi kind of things, general check in",7
Quiet,goodbye,6
speak softer please,volume control,19
Tell me a joke,tell me joke,17
hey,"greet and hello hi kind of things, general check in",7
tell me about my baby,tell me about,16
hello there,"greet and hello hi kind of things, general check in",7
send email to gary,send email,13
what time is it today,asking time,1
download youtube video of <name>,download youtube video,5
Give me a joke,tell me joke,17
please further rephrase it.,tell me about,16
tell me a joke about virginia,tell me joke,17
send whatsapp message,send whatsapp message,14
send an email to my boss and attach the presentation file with it apologize for being late,send email,13
i wanna laugh can you make it happen,tell me joke,17
tell me news,tell me news,18
please you don't speak in eight to ten pm,volume control,19
what music do i usually listen to,play on youtube,12
play pacman game with me,play games,11
day before tomorrow,asking date,0
My user is Adam,"greet and hello hi kind of things, general check in",7
Tell me a joke,tell me joke,17
screen shot now,take screenshot,15
"Thank you, goodbye",goodbye,6
make a coffee for me,,-1
"Thanks for the help, goodbye",goodbye,6
what is the weather like day before tomorrow,asking weather,2
send email to <name> about <name>,send email,13
what is the weather like now tomorrow,asking weather,2
send email to dipesh,send email,13
what will be the highest temperature in coming week,asking weather,2
what is currently breaking news,tell me news,18
Can you mute the volume?,volume control,19
open website github.com,open website,9
i am bored,i am bored,8
please turn the volume down,volume control,19
low the volume,volume control,19
play games of xxd,play games,11
hey there,"greet and hello hi kind of things, general check in",7
keep me up to date on the election news,tell me news,18
tell me the artist name,play on youtube,12
covid cases of india past 24 hours,covid cases,4
Give me a joke,tell me joke,17
disable music player,volume control,19
play despacito on youtube today,play on youtube,12
play games of gcc,play games,11
places near me to eat today,places near me,10
covid cases of india past 24 hours,covid cases,4
what is the time in ajmer,asking time,1
lower the volume of the speakers,volume control,19
i am bored today what can i do,i am bored,8
send reply thank you so much mom to mom,send email,13
"Thank you, bye",goodbye,6
play on youtube,play on youtube,12
what is latest news about this world,tell me news,18
play bad guy on youtube,play on youtube,12
what is the weather like now day after tomorrow,asking weather,2
turn off speaker,volume control,19
play happy playlist next,play on youtube,12
whether it would be sunny in califonia,asking weather,2
places near me to eat today,places near me,10
can you play rfi,play on youtube,12
send an email to bob,send email,13
what is the weather like tomorrow,asking weather,2
download youtube video of minecraft,download youtube video,5
send email to dipesh,send email,13
Where should I go nearby?,places near me,10
time,asking time,1
i want to see the news,tell me news,18
This is Adam,"greet and hello hi kind of things, general check in",7
Hola how are you?,"greet and hello hi kind of things, general check in",7
what is the best italian restaurant around here,places near me,10
download youtube video of minecraft,download youtube video,5
what is the weather tomorrow,asking weather,2
How are you doing?,"greet and hello hi kind of things, general check in",7
Great thanks! It is Bella,"greet and hello hi kind of things, general check in",7
i am bored today what can i do,i am bored,8
"Thank you, goodbye",goodbye,6
Great thanks! My user is Bella,"greet and hello hi kind of things, general check in",7
covid cases of india past 24 hours,covid cases,4
send email,send email,13
What can you assist me with?,what can you do,20
open website github.com,open website,9
covid cases,covid cases,4
take screenshot,take screenshot,15
Great thanks! This is Bella,"greet and hello hi kind of things, general check in",7
please reduce the speaker volume,volume control,19
what's good news today,tell me news,18
"Thank you, goodbye",goodbye,6
i am not clear about your words.,tell me about,16
capture selfie,click photo,3
play my most played songs,play on youtube,12
Great thanks! This is Bella,"greet and hello hi kind of things, general check in",7
disable music player,volume control,19
tell me a joke about kim jong un,tell me joke,17
time,asking time,1
whats a silly joke you know,tell me joke,17
lets go nazi hunting,play games,11
what is the last email i received,send email,13
how cold is today,asking weather,2
what is the weather tomorrow,asking weather,2
"s1, please explain me more on your answers.",tell me about,16
hey there,"greet and hello hi kind of things, general check in",7
what is your age,tell me about,16
whats up,"greet and hello hi kind of things, general check in",7
Where should I go nearby?,places near me,10
read me new emails,send email,13
what do you do with my personal data,tell me about,16
click photo,click photo,3
good bye,goodbye,6
What are some places near me?,places near me,10
i want the time for another city outside us,asking time,1
volume control mute,volume control,19
want to play a game,play games,11
play football,play games,11
take screenshot of google,take screenshot,15
play bad guy on youtube,play on youtube,12
click photo,click photo,3
Give me a joke,tell me joke,17
send email to <name> about <name>,send email,13
click photo,click photo,3
what can you do for me today,what can you do,20
"Thank you, goodbye",goodbye,6
tell me fun joke,tell me joke,17
covid cases,covid cases,4
Tell me a joke,tell me joke,17
i am bored what can i do today with my friends,i am bored,8
play games of xyz 64 bit,play games,11
download youtube video of <name>,download youtube video,5
day after tomorrow,asking date,0
click photo of <name>,click photo,3
open chess play against me,play games,11
send email to dipesh,send email,13
what song do i listen to the most,play on youtube,12
play song over the rainbow,play on youtube,12
tell me a joke about xenophobia,tell me joke,17
are any of my new emails from amy,send email,13
screen shot,take screenshot,15
I am Bella,"greet and hello hi kind of things, general check in",7
what is new,tell me news,18
give me the latest on paul ryan,tell me news,18
what's going on with economy,tell me news,18
"Thank you, bye",goodbye,6
download youtube video of <name>,download youtube video,5
hi there,"greet and hello hi kind of things, general check in",7
send whatsapp message,send whatsapp message,14
what is the weather tomorrow,asking weather,2
daily cases of india,covid cases,4
play chopin,play on youtube,12
tell me news tomorrow,tell me news,18
download youtube video of minecraft,download youtube video,5
send whatsapp message,send whatsapp message,14
download youtube video of <name> today,download youtube video,5
covid confirmed cases of,covid cases,4
open website stackoverflow.com,open website,9
find out what song this is and tell me the name,play on youtube,12
lower the volume please,volume control,19
once again elaborate me on that.,tell me about,16
It is Bella,"greet and hello hi kind of things, general check in",7
See you later,goodbye,6
i want to hear my favorite jazz music genre,play on youtube,12
Quiet,goodbye,6
This is Adam,"greet and hello hi kind of things, general check in",7
play hopsin from my latest playlist,play on youtube,12
is it monday today,asking time,1
tell me news day after tomorrow,tell me news,18
what time is it day before tomorrow,asking time,1
Hello how are you?,"greet and hello hi kind of things, general check in",7
do you think today will be nice out,tell me about,16
Quiet,goodbye,6
play old fashioned christmas music,play on youtube,12
What are the things you can do?,what can you do,20
tell me about my job,tell me about,16
My user is Adam,"greet and hello hi kind of things, general check in",7
how's weather today,asking weather,2
capture photo of <name>,click photo,3
did you change the wallpaper,tell me about,16
what is the update on stock market,tell me news,18
"s2, i was unclear about your response.",tell me about,16
play on youtube,play on youtube,12
good day,goodbye,6
Do you know any jokes,tell me joke,17
what is the weather like day before tomorrow,asking weather,2
what restaurant is open after midnight,places near me,10
send email to dipesh,send email,13
howdy,"greet and hello hi kind of things, general check in",7
can you boil the kettle,,-1
click selfie,click photo,3
send whatsapp message,send whatsapp message,14
Hello,"greet and hello hi kind of things, general check in",7
make coffee,,-1
download youtube video of kishore kumar,download youtube video,5
is there any salon in babaji nagar,places near me,10
Hope you are doing well?,"greet and hello hi kind of things, general check in",7
Tell me a joke,tell me joke,17
play games of xyz 32 bit,play games,11
turn down the speakers,volume control,19
what music is it,play on youtube,12
is it currently raining,asking weather,2
what's the good news?,tell me news,18
i am bored today what can i do,i am bored,8
tell me a joke about birds,tell me joke,17
I am finding this boring,i am bored,8
capture photo of <name>,click photo,3
what time is it tomorrow,asking time,1
i would like it if my robot could engage in deep conversation with me,tell me about,16
Enough talking,goodbye,6
Tell me about,tell me about,16
"s1, will you please further explain me about what you said.",tell me about,16
take screenshot of google,take screenshot,15
"Thank you, goodbye",goodbye,6
Can you tell me the time?,asking time,1
play bad guy on youtube,play on youtube,12
send whatsapp message to,send whatsapp message,14
tomorrow,asking date,0
What can you assist me with?,what can you do,20
notification regarding the new iphone release update,tell me news,18
hello,"greet and hello hi kind of things, general check in",7
I have some great news for you,tell me news,18
Hello,"greet and hello hi kind of things, general check in",7
hey there,"greet and hello hi kind of things, general check in",7
i would like to hear heathens by twenty one pilots,play on youtube,12
play pacman game with me,play games,11
how is this weeks weather,asking weather,2
see you later,goodbye,6
volume control increase by 10,volume control,19
"Thank you, bye",goodbye,6
open website stackoverflow.com,open website,9
How hot will it be,asking weather,2
tomorrow,asking date,0
Where should I go nearby?,places near me,10
can you make dinner for me,tell me about,16
download youtube video of,download youtube video,5
screen shot of <name>,take screenshot,15
play pacman game with me,play games,11
how about the latest news,tell me news,18
screen shot of <name>,take screenshot,15
angry bird play,play games,11
Hope you are doing well?,"greet and hello hi kind of things, general check in",7
hi there,"greet and hello hi kind of things, general check in",7
play ping pong,play games,11
tell me about this week's weather,asking weather,2
time,asking time,1
can you send an email for me to a new email address,send email,13
open saga,play games,11
play kishore kumar on youtube,play on youtube,12
Do you know any jokes,tell me joke,17
Hello how are you?,"greet and hello hi kind of things, general check in",7
click selfie of,click photo,3
am i gonna need rain boots,asking weather,2
should i bring warm clothes,asking weather,2
What are some nearby locations?,places near me,10
download youtube video of minecraft,download youtube video,5
Where should I go nearby?,places near me,10
Hola how are you?,"greet and hello hi kind of things, general check in",7
daily cases of,covid cases,4
what will the weather be for the next week,asking weather,2
make me a coffee please,,-1
decrease speaker volume,volume control,19
do i need to wear a coat today,asking weather,2
open website stackoverflow.com,open website,9
open website stackoverflow.com,open website,9
send whatsapp message,send whatsapp message,14
send whatsapp message,send whatsapp message,14
tomorrow,asking date,0
play despacito on youtube today,play on youtube,12
please play the beatles ps i love you,play on youtube,12
play pacman game with me,play games,11
search for new jokes,tell me joke,17
play bad guy on youtube,play on youtube,12
i want a not only to direct me to an internet site but actually answer any given question,tell me about,16
Stop talking,goodbye,6
volume control decrease,volume control,19
open website wikipedia.com,open website,9
Can you increase the volume?,volume control,19
play minecraft with me,play games,11
download youtube video of <name>,download youtube video,5
decrease twenty percent,volume control,19
Hello how are you?,"greet and hello hi kind of things, general check in",7
What can you help me with?,what can you do,20
What can I ask you to do?,what can you do,20
What are the top places nearby?,places near me,10
decrease twenty percent,volume control,19
please quiet the speaker,volume control,19
I have good news,tell me news,18
Quiet,goodbye,6
Hola how are you?,"greet and hello hi kind of things, general check in",7
volume control,volume control,19
tell me the funniest joke that was ever told,tell me joke,17
click selfie of,click photo,3
send email to joanne@aol dot com and add as new contact,send email,13
funny story,tell me joke,17
send whatsapp message,send whatsapp message,14
send email to <name>,send email,13
make me laugh,tell me joke,17
good bye,goodbye,6
is the coffee ready,,-1
please be silent until i tell you not to be,volume control,19
download youtube video of minecraft,download youtube video,5
play uno together,play games,11
please rephrase me more on what you said now.,tell me about,16
What are the things you can do?,what can you do,20
tell me you,tell me about,16
volume control decrease,volume control,19
take screenshot,take screenshot,15
Can you tell me the time?,asking time,1
I am feeling a bit bored,i am bored,8
what is the weather like day after tomorrow,asking weather,2
Where can I find something nearby?,places near me,10
capture photo,click photo,3
howdy,"greet and hello hi kind of things, general check in",7
weather,asking weather,2
i am bored what can i do today with my friends,i am bored,8
Do you know what time it is?,asking time,1
capture photo of <name>,click photo,3
time,asking time,1
Can you tell me the time?,asking time,1
whats the time in denver,asking time,1
play games of xyz 32 bit,play games,11
send whatsapp message,send whatsapp message,14
Tell me a joke,tell me joke,17
hello,"greet and hello hi kind of things, general check in",7
What are the things you can do?,what can you do,20
what can you do,tell me about,16
My user is Adam,"greet and hello hi kind of things, general check in",7
i am bored,i am bored,8
what is the weather like day before tomorrow,asking weather,2
Hi there,"greet and hello hi kind of things, general check in",7
hey there,"greet and hello hi kind of things, general check in",7
tell me about yours,tell me about,16
capture photo of,click photo,3
what is today's weather forecast,asking weather,2
what's good news,tell me news,18
What can you help me with?,what can you do,20
put the song sung by shreya at the top,play on youtube,12
hi how are you,"greet and hello hi kind of things, general check in",7
what is the weather like day before tomorrow,asking weather,2
play shape of you on youtube today,play on youtube,12
play chess with me please,play games,11
Great thanks! This is Bella,"greet and hello hi kind of things, general check in",7
what is the weather like now tomorrow,asking weather,2
Hello how are you?,"greet and hello hi kind of things, general check in",7
play on youtube,play on youtube,12
do i have a new email from eric,send email,13
hey there,"greet and hello hi kind of things, general check in",7
find me a good wine shop that stock old wines like older than ten years navigate me to that shop,tell me about,16
send whatsapp message,send whatsapp message,14
what genre is this,play on youtube,12
what time is it day before tomorrow,asking time,1
today,asking date,0
what a sunny day,asking weather,2
Bye,goodbye,6
get me fresh news,tell me news,18
Can you turn the volume up?,volume control,19
what is the date for next tuesday,asking time,1
It is Adam,"greet and hello hi kind of things, general check in",7
open website stackoverflow.com,open website,9
capture photo of <name>,click photo,3
take screenshot,take screenshot,15
"Thank you, goodbye",goodbye,6
download youtube video of kishore kumar,download youtube video,5
tell me about current status of sunderland vs liverpool match,tell me news,18
Hola how are you?,"greet and hello hi kind of things, general check in",7
Do you know what time it is?,asking time,1
It is Bella,"greet and hello hi kind of things, general check in",7
can you elaborate further on this to me please.,tell me about,16
what will be the time now in washington,asking time,1
lower volume,volume control,19
How are you?,"greet and hello hi kind of things, general check in",7
download youtube video of <name> today,download youtube video,5
email my sister about mom's birthday jane we should think about arranging the party at the park,send email,13
hi how are you,"greet and hello hi kind of things, general check in",7
send email to dipesh,send email,13
start making a coffee,,-1
what day is it tomorrow,asking date,0
good bye,goodbye,6
will i need a raincoat when i go to glasgow on sunday,asking weather,2
Great thanks! This is Bella,"greet and hello hi kind of things, general check in",7
Please be quiet,goodbye,6
find gluten free bakery near me,places near me,10
How are you?,"greet and hello hi kind of things, general check in",7
Do you know what time it is?,asking time,1
coordinate all pop song genres,play on youtube,12
play let me love you on youtube,play on youtube,12
Where can I find,tell me about,16
i would like to play tetris,play games,11
don't talk until i ask you to,volume control,19
Hi how are you?,"greet and hello hi kind of things, general check in",7
what is the weather like in grand rapids mi,asking weather,2
what time is it today,asking time,1
send email to <name> about <name>,send email,13
i am bored what can i do today,i am bored,8
download youtube video hd of,download youtube video,5
i am bored today what can i do,i am bored,8
send email about <name>,send email,13
what is the weather like now today,asking weather,2
take screenshot,take screenshot,15
capture photo,click photo,3
tell me a joke about trump and xi,tell me joke,17
Quiet,goodbye,6
say a good joke for me right now,tell me joke,17
"Thank you, goodbye",goodbye,6
send whatsapp message,send whatsapp message,14
what is the weather like day after tomorrow,asking weather,2
Hello,"greet and hello hi kind of things, general check in",7
play pacman game with me,play games,11
Where should I go nearby?,places near me,10
daily cases of india,covid cases,4
tell me joke about trump,tell me joke,17
Tell me a joke,tell me joke,17
covid confirmed cases of,covid cases,4
covid cases of india past 24 hours,covid cases,4
would you please elaborate more on your response to me.,tell me about,16
i've heard this riff before what song stole this riff it's exactly the same,play on youtube,12
This is Adam,"greet and hello hi kind of things, general check in",7
find jokes on the web,tell me joke,17
what is the weather,asking weather,2
play on youtube,play on youtube,12
Enough talking,goodbye,6
time,asking time,1
tell me you,tell me about,16
Tell me a joke,tell me joke,17
do you know any joke,tell me joke,17
today,asking date,0
Hola how are you?,"greet and hello hi kind of things, general check in",7
what is the day of the week,asking date,0
tell me news day after tomorrow,tell me news,18
i challenge you to a game,play games,11
tell me news tomorrow,tell me news,18
covid cases,covid cases,4
capture selfie,click photo,3
Hello,"greet and hello hi kind of things, general check in",7
hey,"greet and hello hi kind of things, general check in",7
Do you know what time it is?,asking time,1
places near me to eat today with my friends,places near me,10
please tell me the news,tell me news,18
make me a cooled coffee,,-1
what you just said was not so clear to me.,tell me about,16
What are some places near me?,places near me,10
friend updates,tell me about,16
tell me news,tell me news,18
song next please,play on youtube,12
What are your functionalities?,what can you do,20
"Thank you, goodbye",goodbye,6
what is the weather like day after tomorrow,asking weather,2
Good thanks! My user is Adam,"greet and hello hi kind of things, general check in",7
i am bored today,i am bored,8
